Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
9779,0v9mFL6DK8xiyJWNPYjXca,jozyanne,eu tenho a promessa,abra os meus olhos,44,336271,False,0.479,0.693,9,-5.845,0,0.0442,0.242,0.0,0.922,0.352,139.93,4,brazil
9780,6dRhcpld5vzJ21gMAY7aZg,síntese,sem cortesia (vagando na babilônia / em busca de canaã),se escute,44,165903,False,0.638,0.678,9,-4.483,1,0.246,0.33,0.0,0.331,0.375,87.211,4,brazil
9781,0KKTGjQ4I65ZHzVMld1b2W,walmir alencar,imagem e semelhança,estar contigo,44,154973,False,0.593,0.217,9,-11.108,1,0.0319,0.961,8.36e-06,0.103,0.334,127.786,4,brazil
9782,6y0DCmWrYuPEQrgseDFFje,edson gomes,o melhor de edson gomes - ao vivo,malandrinha - ao vivo,44,260760,False,0.661,0.714,0,-10.699,1,0.0528,0.363,0.0,0.405,0.949,108.933,4,brazil
9783,7uNbu1BgkWXTA1nZRX9fZb,shirley carvalhaes,há uma saída,há uma saída,44,408840,False,0.604,0.768,2,-4.718,1,0.0437,0.169,0.0,0.282,0.426,151.348,4,brazil
9784,4jH3S2TzxyLhME0PYnNtX7,jhonas serra,se até os anjos se prostram,se até os anjos se prostram,44,456268,False,0.453,0.637,0,-9.042,1,0.0336,0.282,0.57,0.0752,0.315,133.968,4,brazil
9785,20584cOW5iCFidIfC1Un8a,kiara vitória;kellen byanca,de joelhos,de joelhos,43,300128,False,0.589,0.563,10,-6.39,1,0.0289,0.65,0.0,0.121,0.366,136.052,4,brazil
9786,27YQDARCxhQ9jOsVH6ICfX,samuel messias;midian lima,a promessa está de pé (ao vivo),a promessa está de pé (ao vivo),43,314542,False,0.388,0.528,5,-7.492,1,0.0335,0.172,0.0,0.106,0.249,90.999,4,brazil
9787,0Nf3jUIjWFSZfyDbzHnQsk,dazaranha,afinar as rezas,afinar as rezas,43,250535,False,0.632,0.796,11,-6.823,1,0.0349,0.104,0.0,0.106,0.577,105.075,4,brazil
9788,07LseRQRWlhpFJZYfxD6ah,um barril de rap,2ª via,habeas corpus,44,178824,True,0.873,0.383,1,-11.517,0,0.428,0.565,0.0,0.519,0.442,119.994,4,brazil
9789,3y8vOmrtJpdyQ3PkaHQRKm,matanza,odiosa natureza humana,remédios demais,43,144266,False,0.359,0.991,2,-3.688,1,0.121,0.000762,2.23e-05,0.0837,0.433,181.231,4,brazil
9790,71rG2xAm9SbCB1Ldtm4PRu,strike,desvio de conduta,o jogo virou,44,191266,False,0.73,0.906,11,-4.453,1,0.111,0.161,0.0,0.0954,0.655,98.002,4,brazil
9791,2uUeFEF4hmM0rjFfvA4nxF,andré valadão,que se abram os céus,que se abram os céus,44,307944,False,0.608,0.427,2,-9.294,1,0.0289,0.726,0.0,0.0762,0.223,128.041,4,brazil
9792,4kNbUaQeaG8pc2W82ukGyh,sarah farias,renovo,renovo,44,348856,False,0.495,0.403,9,-12.057,1,0.0299,0.124,0.0,0.177,0.318,140.122,4,brazil
9793,3cWPDKLHRVQqYT3AGjqaK1,catedral,acima do nível do mar (ao vivo),tempestade e sol - ao vivo,43,195946,False,0.509,0.832,7,-13.238,1,0.265,0.0837,2.76e-06,0.976,0.612,135.911,4,brazil
9794,0AzFuoLpUvehCep7QZNLzj,barão vermelho,balada mtv,enquanto ela não chegar,44,253733,False,0.436,0.786,7,-6.569,1,0.0447,0.0684,5.66e-06,0.636,0.251,184.786,4,brazil
9795,2mb4QtEcpgOsc4pSG4ScyD,zé ramalho,frevoador (versão com faixas bônus),cidadão,43,230733,False,0.488,0.762,4,-9.237,1,0.11,0.193,0.0,0.202,0.707,113.881,4,brazil
9796,6WmlPRkJH68P7tmkFuQe3z,ministério vineyard,vem esta é a hora,senhor te quero,44,277893,False,0.507,0.676,7,-8.192,1,0.0326,0.677,1.35e-05,0.677,0.513,130.834,4,brazil
9797,6n4GPNskH2O3n8vm3NbxaT,renato russo;14 bis,presente,mais uma vez - remastered 2003,43,271026,False,0.45,0.704,5,-5.073,1,0.031,0.139,0.0,0.122,0.527,100.765,4,brazil
9798,4b3qU0YBXYwC3eVPX3mVJI,frei gilson,eu vou crer em ti,eu vou crer em ti,44,455294,False,0.511,0.862,6,-7.242,1,0.0443,0.0768,1.92e-05,0.697,0.233,135.978,4,brazil
9799,5wsijRILO8cyYVpM0G0EIw,lauriete,tô na mão de deus,deus dos deuses,44,272813,False,0.354,0.75,3,-4.373,1,0.0506,0.364,0.0,0.0875,0.487,149.673,4,brazil
9800,3LUSxUzJ7wD8N0SeVRLkcR,volac;illusionize;andre longo,in a club,in a club,55,180880,False,0.806,0.861,7,-7.0,1,0.0491,0.0321,0.696,0.155,0.9,123.025,4,brazil
9801,1tlwgUOwvxIA6nbUeOPuBG,sain,dose de adrenalina,sussurros na fumaça,43,146016,True,0.521,0.656,9,-5.347,1,0.245,0.699,0.0026,0.224,0.432,137.201,4,brazil
9802,29gjSnpSaHYKV62A8uwQ1y,rap box;cynthia luz;sant,olhares,olhares,45,237065,False,0.642,0.782,0,-3.873,0,0.0921,0.309,0.0,0.087,0.565,92.089,4,brazil
9803,1wXSL0SAzd7mX0LM8dmM2r,thegust mc's,expedição cósmica,guerreiros cósmicos,44,161632,False,0.762,0.655,1,-4.345,1,0.268,0.385,3.28e-06,0.109,0.522,97.942,4,brazil
9804,74yLWFGThLAPXyFdJGsAxF,dfideliz;bk;djonga,sou rock n' roll,axé,45,217573,True,0.727,0.734,7,-4.536,1,0.373,0.0858,0.0,0.38,0.886,85.527,4,brazil
9805,376MTPSrBFBgkNF0MnDqbl,start rap;filipe ret,coletânea start rap,jamais serão,43,279672,False,0.538,0.572,4,-7.503,0,0.315,0.596,0.0,0.0728,0.486,88.848,4,brazil
9806,4bbkMckqUNhFIvNHWsyo8h,altamira;stanley castro;thebosh,bem pra mim,bem pra mim,45,207368,False,0.737,0.379,11,-9.86,0,0.0713,0.184,0.0,0.081,0.41,113.995,4,brazil
9807,4V1GX6kcU1ehDP1d1GopGb,duzz;froid;dalua,veneza,veneza,43,284862,True,0.638,0.463,10,-7.043,0,0.404,0.69,0.0,0.0917,0.531,109.949,4,brazil
9808,1FvGtid4hstXGTMqZWHAHM,juliano son,livres ao vivo em são paulo,milagres - ao vivo,43,434468,False,0.265,0.656,0,-6.486,1,0.036,0.0096,0.000277,0.27,0.0691,143.864,4,brazil
9809,6TwIcghxoVmFkfG6PFgCeF,febem;pizzol,running,r.u.a,44,172149,True,0.922,0.646,11,-4.131,0,0.161,0.0179,0.0,0.125,0.515,92.041,4,brazil
9810,7lNcGFFAqu5CLB1MU7jbST,sabotage;dj cia,sabotage,país da fome: homens animais,45,367799,True,0.649,0.748,6,-7.203,1,0.313,0.661,0.0,0.172,0.833,82.834,4,brazil
9811,08qoblFscVKk1tZnRSqPlh,natiruts,natiruts,semente nativa,43,277640,False,0.69,0.596,7,-6.896,1,0.0845,0.0123,0.0,0.0979,0.649,150.221,1,brazil
9812,5ZIudiDY5MR1hBFavDLgC8,yung buda;ok goos,zero,kekw,44,147799,True,0.773,0.932,4,-7.231,1,0.299,0.429,0.00159,0.0708,0.446,84.508,4,brazil
9813,17NwC62mj1Hx35F1xjxxuA,murica;beatdomk;jean tassy,fome,liberdade perpétua,44,179435,True,0.663,0.434,0,-8.658,0,0.358,0.787,0.0,0.136,0.312,90.648,3,brazil
9814,3c1MH4Rr0z7HP86NKvJkGL,onze:20;projota,a nossa barraca,deixo você ir,43,235229,False,0.384,0.582,8,-9.035,1,0.0925,0.0264,0.0,0.494,0.611,139.91,4,brazil
9815,6Dj1d8YV8ze7ui4De3UuxQ,oriente,desorientado,vagabundo também ama,44,191840,False,0.768,0.799,6,-6.906,1,0.281,0.223,0.0,0.311,0.968,89.023,4,brazil
9816,6URLR9SwPALBhLIURttw7v,kemuel,filhos acústico,me lembro - acústico,44,298481,False,0.452,0.299,7,-11.7,1,0.0407,0.794,0.0,0.046,0.233,78.769,4,brazil
9817,6SmZgYXem0UdN5vye7h4r5,bk;el lif beatz,castelos & ruínas,visão ampla,44,195883,False,0.694,0.781,7,-4.799,1,0.364,0.192,2.81e-05,0.12,0.642,86.857,4,brazil
9818,5kxMnTTT1CMmE4VFxitybl,flora matos,flora de controle,17 mina,45,116956,False,0.709,0.727,1,-8.918,1,0.211,0.41,0.00554,0.105,0.794,74.967,4,brazil
9819,525iKRpCJuNRyA5OTUNzla,bk;el lif beatz,gigantes,julius,44,251668,False,0.759,0.661,5,-6.457,0,0.363,0.201,0.0,0.137,0.658,129.794,4,brazil
9820,52PY3yWCrqfArNo5zHM4Xr,leoni;herbert vianna,leoni - ao vivo,exagerado - ao vivo,44,232546,False,0.302,0.735,4,-8.012,1,0.116,0.746,0.0,0.892,0.583,146.185,3,brazil
9821,5ubgAizDbpIWezMZ2W9Nwt,samuel mariano,deus escrevendo,deus escrevendo,43,371020,False,0.619,0.669,5,-5.745,1,0.0369,0.625,3.58e-06,0.157,0.335,133.948,4,brazil
9822,5PezAM0uy0cqmyeYv44RGW,ls jack,v.i.b.e.,uma carta,44,247240,False,0.467,0.725,5,-6.067,1,0.0356,0.167,0.0,0.446,0.734,170.125,4,brazil
9823,3uUjBFoJUO9dE7vZmVh6E7,deise do vale,ele é deus,palavra de deus,44,259226,False,0.509,0.666,0,-4.606,1,0.0411,0.625,0.0,0.117,0.125,138.003,4,brazil
9824,249e2fS064cOwvWXm4JU28,big up,uni-versos,sinta,44,212044,False,0.862,0.633,7,-8.216,1,0.0753,0.0076,0.000311,0.366,0.434,131.985,4,brazil
9825,7jZohYbYAs1Pdl3i2u2c4J,pato fu,televisão de cachorro,canção pra você viver mais,45,324066,False,0.631,0.647,2,-6.433,1,0.0418,0.0316,0.0079,0.0946,0.762,164.191,4,brazil
9826,12WLT3O9PvyLDPz65JcWmk,fernandinho,galileu (ao vivo),batiza-me - ao vivo,44,408133,False,0.462,0.588,9,-6.404,0,0.0296,0.215,6e-06,0.598,0.146,141.151,4,brazil
9827,16fwY6w5p0f0i8mPl6pcsR,nando reis;péricles,vou te encontrar,vou te encontrar,44,266641,False,0.595,0.486,7,-11.893,1,0.0266,0.32,0.0332,0.132,0.297,144.042,4,brazil
9828,4aA3PDel1koEbggFsSOVKz,eliana ribeiro,sou um milagre,sou um milagre,43,466022,False,0.728,0.265,2,-14.823,1,0.0319,0.598,2.39e-06,0.0968,0.309,108.112,4,brazil
9829,0CuIW42AlBMNi7zprHcmIB,eliana ribeiro,saudade de ti,saudade de ti,43,301640,False,0.558,0.449,7,-6.126,1,0.0273,0.2,2.5e-06,0.0787,0.179,129.764,4,brazil
9830,0iRUshq6MVKEPuwJfshhM9,karen keldani;fabio keldani,minha fé,"vem, eu mostrarei",44,214087,False,0.252,0.217,1,-10.745,0,0.0304,0.883,0.0,0.121,0.163,69.779,5,brazil
9831,4Pi0zgPzwi4MLjoLsPwfEm,padre fábio de melo,deus no esconderijo do verso,paciência,43,219600,False,0.563,0.318,0,-10.749,1,0.0277,0.641,0.0,0.0952,0.188,112.072,4,brazil
9832,06oiTaBptIjCGLbtWd6Rlx,israel salazar;gabriel guedes de almeida,canção ao cordeiro (ao vivo),canção ao cordeiro - ao vivo,43,365206,False,0.393,0.532,1,-11.796,0,0.0412,0.0121,0.0,0.111,0.225,133.997,4,brazil
9833,5cYeAqS2jRcWnhjzjb0I9w,gabriel elias,todas as praias (axé) [acústico],tá tudo bem - acústico,43,221106,False,0.712,0.39,6,-11.013,0,0.0314,0.607,1.5e-05,0.144,0.275,119.981,4,brazil
9834,7nE91jTdniDuc9BS2Haoyc,padre zezinho scj,"um certo galileu, vol. 1",utopia,44,253400,False,0.647,0.333,5,-12.329,1,0.0345,0.926,0.306,0.268,0.699,84.564,4,brazil
9835,7LaYi5gdJtKtZkleknDBU9,edson gomes,o melhor de edson gomes - ao vivo,perdido de amor - ao vivo,43,231893,False,0.673,0.611,0,-10.311,1,0.0314,0.623,0.000161,0.854,0.863,96.338,4,brazil
9836,5iM0mfAZx3H6G8D2ZCejWz,matheus balo,eu digo sim,eu digo sim,43,279428,False,0.53,0.476,5,-7.671,1,0.0332,0.285,4.72e-06,0.106,0.452,139.684,4,brazil
9837,2owOdm4D8yOl9RgvQ30X7y,armandinho,volume 5,desejos do mar,43,220906,False,0.603,0.63,4,-7.754,0,0.0323,0.00343,0.0,0.139,0.927,141.934,4,brazil
9838,0dQfSf8Fxh5npCsCv6R6iQ,elis regina,elis (remastered),casa no campo - remastered 2021,44,171530,False,0.509,0.368,0,-9.611,1,0.0573,0.317,1.67e-06,0.281,0.16,119.552,4,brazil
9839,2AICIUQcY7t8UwZ6QUHYB0,toca de assis;eliana ribeiro,do altar de deus ao altar dos pobres,reflexo (feat. eliana ribeiro),43,294946,False,0.381,0.445,9,-6.246,1,0.0308,0.609,0.0,0.118,0.319,131.986,4,brazil
9840,2YLjYH5J0QileuzCKISVdq,régis danese,sinta deus cuidando de ti,sinta deus cuidando de ti,43,246250,False,0.716,0.517,1,-7.717,1,0.0309,0.209,0.0,0.0837,0.552,129.942,4,brazil
9841,1K5m17FWj8qIIrqpbHwouS,elaine de jesus,muito especial,na unção de deus,44,301146,False,0.442,0.459,1,-10.625,1,0.0409,0.415,5.13e-06,0.105,0.224,76.867,4,brazil
9842,0DUJZXdp0XGbRafeTKA3TJ,fernanda brum,quebrantado coração,quebrantado coração,44,202663,False,0.63,0.351,9,-8.697,1,0.0368,0.661,9.29e-06,0.102,0.134,109.95,4,brazil
9843,20G3uusQFoaVtrz22X0AP0,casa worship;léo brandão;mover,momentos,pródigo,43,320602,False,0.545,0.613,6,-8.874,1,0.0273,0.111,5.53e-06,0.0943,0.16,83.17,4,brazil
9844,6SqZpvMfE3VlK5DFyRs1Wn,damares,diamante (2010),na mesa do rei,43,289720,False,0.418,0.688,11,-5.206,1,0.0472,0.397,0.0,0.165,0.316,145.365,4,brazil
9845,2no1DZkhMXgtV9h6cDE2v8,valesca mayssa,de janeiro a dezembro,tá nas mãos de deus,43,262501,False,0.565,0.505,5,-6.019,1,0.0301,0.668,0.0,0.153,0.454,126.045,4,brazil
9846,39EapDoz0JHCTSDXqMgy1M,fredy miller,não mais escravos,não mais escravos,43,288141,False,0.244,0.684,10,-7.798,1,0.0384,0.0188,0.000585,0.239,0.135,73.085,4,brazil
9847,469w8UmJYEGGMTNafmscjz,padre fábio de melo,queremos deus,espírito santo repousa / faço novas todas as coisas,43,467000,False,0.276,0.576,0,-8.672,1,0.0389,0.582,0.0,0.636,0.24,139.751,4,brazil
9848,7k5PPDJDmoioOySDPT5IdU,rosa de saron,lunação,a fênix,43,237844,False,0.492,0.86,5,-4.333,0,0.0524,0.0113,0.0,0.204,0.334,134.166,4,brazil
9849,1nq949J6RDPrlBkTXrhqnx,frejat,só as melhores do pop rock brasileiro,segredos,0,233533,False,0.581,0.731,7,-5.189,1,0.0289,0.192,0.0,0.405,0.579,127.58,4,brazil
9850,3cNFB4y3aon3pmrVzsmv0Y,mandragora,"a quest into deep, vol. 1 (a special deep house experience)",kamayatra,0,196638,False,0.761,0.542,11,-9.789,0,0.0547,0.000434,0.854,0.122,0.18,118.988,4,brazil
9851,041YXYyuWu7L4NykzFagcP,mandragora,"deep and sunsets, vol. 4",kamayatra,0,196638,False,0.761,0.542,11,-9.789,0,0.0547,0.000434,0.854,0.122,0.18,118.988,4,brazil
9852,10ifawoZHnRZjwiQjcoY1S,armandinho;vitor isensee,eu sou do mar,eu sou do mar,43,264000,False,0.778,0.641,5,-6.977,0,0.0437,0.0105,0.0,0.243,0.864,140.06,4,brazil
9853,1hLvWelTny8vttEEZIXVjw,criolo,espiral de ilusão,espiral de ilusão,44,220800,False,0.776,0.314,2,-9.513,1,0.034,0.881,0.000723,0.139,0.476,124.055,4,brazil
9854,26WEkO8t9MkvuSWVfidYBP,costa gold;haikaiss,.155,backstage,44,384000,True,0.697,0.767,0,-6.196,1,0.451,0.271,0.0,0.902,0.843,100.392,4,brazil
9855,4dnca34rORxwEy37z08BSX,xamã;bagua records;mc kevin o chris,adrenalina,adrenalina,44,154289,True,0.62,0.539,9,-8.343,1,0.52,0.391,0.0,0.215,0.72,83.836,5,brazil
9856,72gKENEDMyQxu1kRPAZKew,kamau;dcazz;dj nyack,aparte,aparte,43,169218,False,0.594,0.823,6,-7.33,0,0.286,0.202,0.0,0.443,0.625,94.122,4,brazil
9857,1eJCpFxPd8vKfQgNSvVtLP,gabriel o pensador,tô feliz (matei o presidente) 2,tô feliz (matei o presidente) 2,43,240840,False,0.931,0.63,0,-9.477,1,0.275,0.426,0.000856,0.0879,0.289,103.98,4,brazil
9858,3yz4ypggDnJ4N3z3YG6pn2,o rappa,o rappa - acústico oficina francisco brennand (deluxe) [ao vivo],hóstia - ao vivo,42,206718,False,0.637,0.898,7,-5.322,0,0.106,0.186,0.000673,0.975,0.81,96.878,4,brazil
9859,6VZ4iuA1y0utK4YR9dMfhu,febem;cesrv,jovem og,crime,43,188330,True,0.85,0.383,1,-9.334,1,0.338,0.112,0.0,0.0824,0.357,143.087,4,brazil
9860,23l6b9hLwkNJGTZJoJPRAY,yung buda,zero,skin do kof,44,84961,True,0.718,0.416,0,-7.583,1,0.0744,0.0117,0.0,0.341,0.459,130.105,4,brazil
9861,1ERWvLzhdd5izZrkl59TKj,conecrewdiretoria,com os neurônios evoluidos,falo nada,43,265754,True,0.789,0.904,6,-3.717,1,0.255,0.153,0.0,0.0701,0.714,95.016,4,brazil
9862,34L980Ez8bi6da2zlj7j92,mandragora,"sound of deep-house, vol. 1",enjoy the greatness - club mix,0,197520,False,0.659,0.842,11,-13.185,1,0.0462,8.79e-05,0.506,0.367,0.131,119.04,4,brazil
9863,4cZrS2Z7vW5GzSlxtkXM7w,fabio brazza;luccas carlos;vulto,isso não é um disco de rap,tattoo,43,189549,False,0.696,0.654,0,-7.775,1,0.287,0.202,0.0,0.0865,0.705,81.667,4,brazil
9864,5aZuGNyDGuHcPk28R94vwd,murica;beatdomk,cascavel,cascavel,44,151509,True,0.6,0.531,6,-8.253,0,0.419,0.618,0.0,0.288,0.682,84.777,4,brazil
9865,0V27gagyF2eB5jAmeleJao,bk;jxnv$;luccas carlos,castelos & ruínas,o que sobra disso tudo,43,159984,False,0.806,0.714,11,-6.804,0,0.323,0.143,1.78e-06,0.171,0.471,133.029,4,brazil
9866,2kq2ScpL7OelKExwi5ZEUC,central 3,não há outro lugar (ao vivo),não há outro lugar (ao vivo),44,805687,False,0.403,0.73,4,-2.79,0,0.0356,0.21,5.4e-05,0.552,0.225,141.075,4,brazil
9867,6Cw10XBz3GOwJzxnObDKIX,brylho,brylho,noite do prazer,43,260306,False,0.748,0.648,7,-5.797,0,0.0278,0.484,1.48e-05,0.11,0.743,112.529,4,brazil
9868,3FZAY3qD4iyJUgaR1ZlABZ,missionário shalom;thiago brado,suficiente para mim,suficiente para mim,43,313133,False,0.325,0.346,2,-8.083,1,0.033,0.629,0.0,0.107,0.36,100.116,4,brazil
9869,1MRE4GvAvlrvIJrOtcg1sK,o rappa,acústico mtv,reza vela - ao vivo acústico,42,389053,False,0.574,0.78,1,-7.953,1,0.0665,0.336,0.0035,0.787,0.388,89.319,4,brazil
9870,5CkhGGuCO3r8Tv9dqYM2af,nenhum de nós,extraño,sobre o tempo,45,274480,False,0.57,0.675,0,-9.001,1,0.0278,0.000223,5.13e-05,0.0961,0.476,116.923,4,brazil
9871,7KR3rQJtJviqmloUwYK86T,fernandinho,uma nova história (ao vivo),fogo consumidor - ao vivo,44,448466,False,0.425,0.759,9,-5.179,1,0.0366,0.13,0.0,0.192,0.276,154.896,4,brazil
9872,0MtfroCzjrbAq48y7H5Zv2,missionário shalom,de malas prontas,o teu amor me sustentará,43,262186,False,0.512,0.518,7,-7.792,1,0.0307,0.168,0.0,0.126,0.237,123.932,4,brazil
9873,0FiYM9wfGccAJn8z4S5hxB,major rd;rock danger;el lif beatz,troféu,carta pra lucas,44,181631,True,0.475,0.585,10,-7.804,0,0.0705,0.758,3.44e-05,0.319,0.376,106.722,5,brazil
9874,6fkjiRiUOO5UTUC5hPwqcB,chimarruts,só pra brilhar,roots dance,43,213653,False,0.828,0.778,11,-4.905,1,0.0681,0.13,3.82e-05,0.0359,0.888,79.531,4,brazil
9875,1PrFUanL592dZNqwmZmqm6,leoni,você sabe o que eu quero dizer,temporada das flores,44,217866,False,0.712,0.561,2,-8.876,1,0.0263,0.794,0.0178,0.105,0.672,112.028,4,brazil
9876,2xZ6CGfbCYtqd9wgLCrcpG,suely façanha,de coração a coração,és o sentido,43,208600,False,0.656,0.366,2,-13.323,0,0.0303,0.578,3.58e-06,0.27,0.289,125.962,4,brazil
9877,2C8aTCVZAiPad7Tb9CsVjD,rodolfo abrantes,de malas prontas,de malas prontas,44,394353,False,0.59,0.489,9,-7.864,1,0.0259,0.124,0.0269,0.0926,0.302,79.974,4,brazil
9878,3IGrdj1sjV19PjVU1S3bmq,gabi sampaio,rei do meu coração,rei do meu coração,43,419832,False,0.337,0.645,9,-5.376,1,0.0351,0.277,0.0,0.061,0.198,140.402,4,brazil
9879,0P73ytAPCC75fK8uXryskh,cassiane,não pare agora,não pare agora,43,269775,False,0.521,0.534,2,-7.343,1,0.04,0.436,0.0,0.129,0.168,138.119,4,brazil
9880,2igDtZlgWm3ZxhV7CHv6pI,colo de deus,casa de maria (ao vivo),colo de mãe - ao vivo,43,540000,False,0.46,0.642,9,-6.07,1,0.0781,0.718,0.0,0.395,0.497,136.036,4,brazil
9881,7x4bh40tbYvpN5Gp7fMyts,ultraje a rigor,acústico mtv,rebelde sem causa - acústico,42,175280,False,0.457,0.911,0,-6.373,1,0.0782,0.14,0.000228,0.711,0.669,173.135,4,brazil
9882,5oFLARfYC6YY4lXNRqssl7,aline barros,amo você vol. 13,soube que me amava (supe que me amabas),43,263174,False,0.446,0.481,11,-4.407,1,0.0279,0.491,0.0,0.119,0.208,127.494,4,brazil
9883,2a8V54o2V6QdgofUotLu9f,fernandinho,faz chover (ao vivo),faz chover - ao vivo,44,758533,False,0.37,0.73,2,-4.265,1,0.0379,0.72,0.0,0.26,0.324,143.209,4,brazil
9884,3Goq1S2nVTYg1B42CE8Dd6,voz da verdade,além do rio azul / coração de cera (série dupla),além do rio azul,43,241560,False,0.337,0.445,0,-6.577,1,0.0289,0.645,0.0,0.0839,0.32,81.2,4,brazil
9885,67TQGw4cZzFD33j4KJcOdQ,cassiane,para sempre,vou seguir,43,282633,False,0.509,0.396,8,-11.166,1,0.0335,0.542,1.21e-06,0.127,0.436,140.071,4,brazil
9886,4jgf64qE9glFPlDbi06w1I,armando filho,nenhuma condenação,nenhuma condenação há,43,321013,False,0.595,0.545,9,-6.144,1,0.027,0.53,0.0,0.229,0.215,105.103,4,brazil
9887,4sp3RSnF01PJRu64qIlV4T,diego fernandes,não desista de viver!,templo vivo,43,255466,False,0.49,0.56,2,-5.179,1,0.034,0.229,0.000123,0.107,0.212,140.11,4,brazil
9888,2zbDkTYJGMZiabKJyVG1la,padre fábio de melo,vida,deus é capaz,43,266760,False,0.537,0.257,0,-16.067,1,0.0279,0.789,1.15e-06,0.0918,0.269,143.97,4,brazil
9889,20pxoRoue8oz2dbOzR5ydc,gerson rufino,10 anos de louvor,com ele,44,267120,False,0.608,0.544,9,-5.879,1,0.0282,0.498,1.15e-06,0.114,0.345,140.005,4,brazil
9890,5ovqe99T1FShehFNSs9qgy,cidadão quem,acústico theatro são pedro (ao vivo),dia especial (ao vivo),43,291813,False,0.375,0.583,7,-8.364,1,0.0288,0.545,1.74e-05,0.964,0.598,89.428,4,brazil
9891,6RPujWkce7CnkisE9Xpppp,engenheiros do hawaii,o papa é pop,o papa é pop,45,228106,False,0.595,0.729,5,-7.017,1,0.0305,0.34,0.0,0.195,0.829,113.182,4,brazil
9892,4zmRo7Flwb6bzx2J0Yel6Q,samuel messias,planos de deus,teu amanhã será melhor que hoje,43,250961,False,0.28,0.512,0,-6.932,1,0.029,0.347,0.0,0.108,0.494,80.795,1,brazil
9893,2ciyvQ4LNxlquE8ch5Nnd5,humberto gessinger,insular (ao vivo),ando só - ao vivo,43,215546,False,0.514,0.938,4,-5.098,1,0.0604,0.0227,5.43e-05,0.929,0.429,116.063,4,brazil
9894,469w8UmJYEGGMTNafmscjz,padre fábio de melo,queremos deus,espírito santo repousa / faço novas todas as coisas,43,467000,False,0.276,0.576,0,-8.672,1,0.0389,0.582,0.0,0.636,0.24,139.751,4,brazil
9895,6fuKsEEwvcL0EdRW7kfxKx,frei gilson,deixa deus sonhar em ti (ao vivo),deixa deus sonhar em ti - ao vivo,43,412650,False,0.389,0.389,11,-10.618,0,0.0268,0.088,1.07e-05,0.762,0.173,76.006,4,brazil
9896,5NykfmxWT7UILu4Xd9zk8F,plebe rude,brasília,até quando esperar,43,268986,False,0.504,0.871,2,-6.669,1,0.0436,0.000157,0.00179,0.118,0.601,94.095,4,brazil
9897,3BnIiO2HsaJaflkX8BNBIf,gabriel brito,eu tenho um pai,você cresceu,43,177738,False,0.529,0.271,2,-8.401,1,0.0283,0.89,0.00163,0.0649,0.406,138.015,3,brazil
9898,7xOCvDwHnRvSdLtPKbROSf,barão vermelho,icollection - barão vermelho,amor meu grande amor,44,275586,False,0.633,0.57,6,-5.668,1,0.0269,0.219,1.39e-05,0.118,0.469,101.889,4,brazil
9899,4awRg8VFzaSxRnYKSLeI6d,gabriela rocha;mariana valadão,juntos em adoração (live 2020),braços do pai / em teus braços - live 2020,43,618676,False,0.279,0.489,10,-6.429,1,0.0383,0.0864,6.54e-05,0.101,0.125,133.42,4,brazil
9900,3kutMmrDlIMHPzQdD41YI9,sagaz,hipogrifo - single,hipogrifo,43,186448,False,0.589,0.45,7,-9.301,0,0.438,0.621,0.0,0.0951,0.564,84.312,4,brazil
9901,5gjfhL8mRK8cW6nQn4YvmN,régis danese,compromisso,compromisso - ao vivo,43,268200,False,0.482,0.379,9,-13.64,1,0.037,0.361,0.0,0.752,0.234,128.12,4,brazil
9902,1nS8PR4EyWI6rLiCfAGlT6,legião urbana,mais do mesmo,vento no litoral,44,366373,False,0.55,0.214,0,-14.945,1,0.0308,0.662,0.000229,0.104,0.0752,120.407,4,brazil
9903,1DbFuacglhRDxGzCP4Lriv,sant;onni;angola;guizo,ponto de força,ponto de força,43,295781,True,0.779,0.709,8,-5.991,1,0.17,0.406,0.0,0.167,0.528,128.032,4,brazil
9904,4JzVXnE9e7qExrT1NKgVT6,kamau,non ducor duco,só,43,201280,False,0.698,0.765,8,-5.34,1,0.33,0.415,0.0,0.344,0.633,93.024,4,brazil
9905,7dF4hVClH6mxg5Ia0wi7jX,yung buda,zero,magika,44,246070,True,0.809,0.264,1,-11.249,1,0.0828,0.614,0.0442,0.295,0.197,132.04,4,brazil
9906,34IR3mQhewelUrIzahBAsG,3030,infinito interno,céu,43,228187,False,0.744,0.554,4,-8.036,0,0.247,0.185,0.0,0.193,0.425,80.038,4,brazil
9907,0mOTIdOUMEhiY9OQ6Rz2Wg,fabio brazza,epopéia da poeira cósmica,pangeia,43,338520,False,0.74,0.722,4,-6.765,1,0.246,0.606,0.0,0.108,0.76,148.935,4,brazil
9908,1zrfj0U9iWuOA7S3K4Adcl,don l;fabriccio,roteiro pra aïnouz (vol. 2),pela boca,44,230803,False,0.569,0.673,9,-6.403,0,0.225,0.082,0.0014,0.381,0.316,129.838,4,brazil
9909,63ATNJvZGtLlpg3Jo2Wzii,strike,sol de paz,sol de paz,43,195507,False,0.645,0.583,5,-5.689,1,0.0288,0.202,0.0,0.0856,0.745,82.01,4,brazil
